No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
24,KOBZAR Igor,30,, 13,43,10.0
11,PANKOV Pavel,6,, 5,11,2.0
18,KLIUKA Egor,1,, 4,5,0.33
27,GOLUBEV Valentin,1,, 3,4,0.33
 7,VOLKOV Dmitry,1,, 2,3,0.33
 4,VOLVICH Artem,1,, 1,2,0.33
17,MIKHAYLOV Maxim,1,,, 1,0.33
 1,PODLESNYKH Yaroslav,,, 2,2,0.0
9,IAKOVLEV Ivan,,,, ,
10,BOGDAN Denis,,,, ,
15,POLETAEV Victor,,,, ,
20,KURKAEV Ilyas,,,, ,
ls,,41,,30,71,13.67
