No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
19,BANN Blair Cameron,10,2.0,, 12,3.33
 1,SANDERS Tyler,8,,-, 8,2.67
 7,MAAR Stephen Timothy,4,5.0,1,10,1.33
 4,HOAG Nicholas,3,1.0,, 4,1.0
17,VIGRASS Graham,2,2.0,, 4,0.67
12,van BERKEL Lucas,1,1.0,1,3,0.33
10,SCLATER Ryan Joseph,1,1.0,, 2,0.33
13,VERNONEVANS Sharone,,1.0,, 1,0.0
2,PERRIN John Gordon,,,-, ,
3,MARSHALL Steven,,,-, ,
9,BLANKENAU Jay,,,-, ,
20,SZWARC Arthur,,,-, ,
ls,,29,13.0,2,44,9.67
