No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,NISHIDA Yuji,2.0,5,10,17,0.5
 6,YAMAUCHI Akihiro,1.0,2,20,23,0.25
21,TAKAHASHI Ran,, 3,16,19,0.0
 2,ONODERA Taishi,, 5,8,13,0.0
12,SEKITA Masahiro,, 3,9,12,0.0
14,ISHIKAWA Yuki,, 4,8,12,0.0
15,RI Haku,,, 1,1,0.0
1,SHIMIZU Kunihiro,,,, ,
3,FUJII Naonobu,,,, ,
17,TAKANASHI Kenta,,,, ,
19,OTSUKA Tatsunori,,,, ,
20,YAMAMOTO Tomohiro,,,, ,
ls,,3.0,22,72,97,0.75
