,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,12,LIMA Bruno,2.0,4,11,17,0.4
1,11,SOLE Sebastian,,, 21,21,0.0
2, 7,CONTE Facundo,, 4,15,19,0.0
3,13,PALACIOS Ezequiel,, 4,13,17,0.0
4,15,de CECCO Luciano,, 1,13,14,0.0
5, 8,LOSER Agustin,, 4,7,11,0.0
6, 1,SANCHEZ Matias,,, 1,1,0.0
7, 2,PEREYRA Federico,, 1,, 1,0.0
8,6,POGLAJEN Cristian,,,, ,
9,9,DANANI Santiago,,,, ,
10,17,MENDEZ Nicolas,,,, ,
11,18,RAMOS Martin,,,, ,
12,ls,,2.0,18,81,101,0.4
