,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,11,BRIZARD Antoine,31,, 24,55,6.2
1, 6,TONIUTTI Benjamin,21,, 13,34,4.2
2, 4,PATRY Jean,3,, 3,6,0.6
3, 2,GREBENNIKOV Jenia,2,, 2,4,0.4
4,17,CLEVENOT Trevor,2,, 2,4,0.4
5, 9,NGAPETH Earvin,1,, 2,3,0.2
6, 1,CHINENYEZE Barthelemy,,, 1,1,0.0
7,7,TILLIE Kevin,,,, ,
8,12,BOYER Stephen,,,, ,
9,14,le GOFF Nicolas,,,, ,
10,16,BULTOR Daryl,,,, ,
11,19,LOUATI Yacine,,,, ,
12,ls,,60,,47,107,12.0
