,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,12,van BERKEL Lucas,2.0,4,1,7,0.67
1,13,VERNONEVANS Sharone,1.0,, 1,2,0.33
2,20,SZWARC Arthur,1.0,1,, 2,0.33
3, 1,SANDERS Tyler,,, 3,3,0.0
4,17,VIGRASS Graham,, 1,2,3,0.0
5, 2,PERRIN John Gordon,, 2,, 2,0.0
6, 4,HOAG Nicholas,,, 1,1,0.0
7, 9,BLANKENAU Jay,,, 1,1,0.0
8, 7,MAAR Stephen Timothy,, 1,, 1,0.0
9,3,MARSHALL Steven,,,, ,
10,10,SCLATER Ryan Joseph,,,, ,
11,19,BANN Blair Cameron,,,, ,
12,ls,,4.0,9,9,22,1.33
