No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
24,KOBZAR Igor,37,1.0,35,73,9.25
11,PANKOV Pavel,2,, 2,4,0.5
17,MIKHAYLOV Maxim,2,,, 2,0.5
18,KLIUKA Egor,1,, 1,2,0.25
 7,VOLKOV Dmitry,,, 2,2,0.0
27,GOLUBEV Valentin,,, 2,2,0.0
 9,IAKOVLEV Ivan,,, 1,1,0.0
1,PODLESNYKH Yaroslav,,,, ,
4,VOLVICH Artem,,,, ,
10,BOGDAN Denis,,,, ,
15,POLETAEV Victor,,,, ,
20,KURKAEV Ilyas,,,, ,
ls,,42,1.0,43,86,10.5
