No.,Name,Points,Errors,In-Play,Attempts,%
17,SALEHI Meisam,23.0,2,11,36,58.33
10,GHAFOUR Amir,12.0,2,7,21,47.62
11,KAZEMI Saber,10.0,5,5,20,25.0
 2,EBADIPOUR GHARA H. Milad,13.0,6,13,32,21.88
6,MOUSAVI ERAGHI Seyed Mohammad,8.0,2,3,13,
15,MOJARAD Aliasghar,6.0,, 1,7,
4,MAROUFLAKRANI Mir Saeid,,,, ,
9,GHOLAMI Masoud,,,, ,
12,SHARIFI Morteza,,,, ,
19,MARANDI Mahdi,,,, ,
21,SALEHI Arman,,,, ,
24,KARIMISOUCHELMAEI Javad,,,, ,
ls,,72.0,17,40,129,42.64
