No.,Name,Excellents,Errors,In-Play,Attempts,%
 9,LEAL HIDALGO Yoandy,6,1.0,11,18,33.33
17,HOSS Thales,10,, 3,13,
14,CORREIA De SOUZA Douglas,3,1.0,7,11,
18,SOUZA Ricardo Lucarelli,5,1.0,4,10,
5,BORGES ALMEIDA SILVA Mauricio,1,1.0,1,3,
13,De SOUZA Mauricio Luiz,1,,, 1,
1,REZENDE Bruno Mossa,,,, ,
6,GIL KRELING Fernando,,,, ,
8,De SOUZA Wallace,,,, ,
12,SANTOS Isac,,,, ,
16,SAATKAMP Lucas,,,, ,
21,SOUZA Alan,,,, ,
ls,,26,4.0,26,56,46.43
