No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,DRZYZGA Fabian,33,1.0,26,60,11.0
14,SLIWKA Aleksander,2,, 3,5,0.67
20,BIENIEK Mateusz,2,,, 2,0.67
17,ZATORSKI Pawel,1,, 3,4,0.33
 6,KUREK Bartosz,1,,, 1,0.33
 9,LEON VENERO Wilfredo,1,,, 1,0.33
1,NOWAKOWSKI Piotr,,,, ,
5,KACZMAREK Lukasz,,,, ,
12,LOMACZ Grzegorz,,,, ,
13,KUBIAK Michal,,,, ,
15,KOCHANOWSKI Jakub,,,, ,
16,SEMENIUK Kamil,,,, ,
ls,,40,1.0,32,73,13.33
