No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
27,GOLUBEV Valentin,7,7.0,3,17,1.75
 7,VOLKOV Dmitry,7,4.0,1,12,1.75
18,KLIUKA Egor,6,4.0,, 10,1.5
 9,IAKOVLEV Ivan,2,1.0,2,5,0.5
24,KOBZAR Igor,2,3.0,, 5,0.5
11,PANKOV Pavel,2,2.0,, 4,0.5
17,MIKHAYLOV Maxim,1,4.0,2,7,0.25
15,POLETAEV Victor,1,1.0,, 2,0.25
 4,VOLVICH Artem,,3.0,, 3,0.0
 1,PODLESNYKH Yaroslav,,1.0,, 1,0.0
10,BOGDAN Denis,,,, ,
20,KURKAEV Ilyas,,,, ,
ls,,28,30.0,8,66,7.0
