No.,Name,Excellents,Errors,In-Play,Attempts,%
13,KUBIAK Michal,16,1.0,5,22,72.73
17,ZATORSKI Pawel,11,2.0,3,16,68.75
16,SEMENIUK Kamil,8,1.0,5,14,57.14
11,DRZYZGA Fabian,,, 1,1,
20,BIENIEK Mateusz,,, 1,1,
1,NOWAKOWSKI Piotr,,,, ,
5,KACZMAREK Lukasz,,,, ,
6,KUREK Bartosz,,,, ,
9,LEON VENERO Wilfredo,,,, ,
12,LOMACZ Grzegorz,,,, ,
14,SLIWKA Aleksander,,,, ,
15,KOCHANOWSKI Jakub,,,, ,
ls,,35,4.0,15,54,64.81
