,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0, 3,BEN SLIMENE Khaled,24,2.0,39,65,8.0
1,20,HMISSI Saddem,2,, 2,4,0.67
2,11,MOALLA Ismail,1,,, 1,0.33
3, 6,BEN OTHMEN MILADI Mohamed Ali,,, 2,2,0.0
4, 7,KARAMOSLI Elyes,,, 1,1,0.0
5,15,BEN TARA Wassim,,, 1,1,0.0
6,2,KADHI Ahmed,,,, ,
7,9,AGREBI Omar,,,, ,
8,10,NAGGA Hamza,,,, ,
9,12,BEN CHEIKH Mehdi,,,, ,
10,13,MBAREKI Selim,,,, ,
11,19,BOUGUERRA Aymen,,,, ,
12,ls,,27,2.0,45,74,9.0
