No.,Name,Points,Errors,In-Play,Attempts,%
 4,HOAG Nicholas,7.0,3,4,14,28.57
 2,PERRIN John Gordon,6.0,3,3,12,25.0
 7,MAAR Stephen Timothy,4.0,2,5,11,18.18
13,VERNONEVANS Sharone,6.0,5,8,19,5.26
12,van BERKEL Lucas,2.0,, 2,4,
17,VIGRASS Graham,2.0,, 2,4,
10,SCLATER Ryan Joseph,1.0,1,, 2,
20,SZWARC Arthur,1.0,1,, 2,
9,BLANKENAU Jay,1.0,,, 1,
3,MARSHALL Steven,, 1,, 1,
1,SANDERS Tyler,,,, ,
19,BANN Blair Cameron,,,, ,
ls,,30.0,16,24,70,20.0
