No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 9,DANANI Santiago,6,5.0,1,12,1.5
13,PALACIOS Ezequiel,3,6.0,1,10,0.75
15,de CECCO Luciano,2,3.0,2,7,0.5
 2,PEREYRA Federico,2,1.0,, 3,0.5
 8,LOSER Agustin,2,1.0,, 3,0.5
 7,CONTE Facundo,1,5.0,3,9,0.25
11,SOLE Sebastian,1,5.0,3,9,0.25
12,LIMA Bruno,,2.0,, 2,0.0
 1,SANCHEZ Matias,,, 1,1,0.0
6,POGLAJEN Cristian,,,, ,
17,MENDEZ Nicolas,,,, ,
18,RAMOS Martin,,,, ,
ls,,17,28.0,11,56,4.25
