,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,17,MIKHAYLOV Maxim,2.0,5,9,16,0.67
1,18,KLIUKA Egor,2.0,, 12,14,0.67
2, 9,IAKOVLEV Ivan,2.0,2,9,13,0.67
3,24,KOBZAR Igor,2.0,1,8,11,0.67
4, 7,VOLKOV Dmitry,, 2,10,12,0.0
5, 4,VOLVICH Artem,,, 9,9,0.0
6,11,PANKOV Pavel,, 1,3,4,0.0
7,1,PODLESNYKH Yaroslav,,,, ,
8,10,BOGDAN Denis,,,, ,
9,15,POLETAEV Victor,,,, ,
10,20,KURKAEV Ilyas,,,, ,
11,27,GOLUBEV Valentin,,,, ,
12,ls,,8.0,11,60,79,2.67
