No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 5,JUANTORENA Osmany,1.0,2,16,19,0.25
 6,GIANNELLI Simone,1.0,1,16,18,0.25
18,MICHIELETTO Alessandro,1.0,3,8,12,0.25
 9,ZAYTSEV Ivan,1.0,4,6,11,0.25
17,ANZANI Simone,, 1,15,16,0.0
14,GALASSI Gianluca,, 2,14,16,0.0
15,SBERTOLI Riccardo,, 1,4,5,0.0
2,KOVAR Jiri,,,, ,
4,VETTORI Luca,,,, ,
11,PIANO Matteo,,,, ,
13,COLACI Massimo,,,, ,
19,LAVIA Daniele,,,, ,
ls,,4.0,14,79,97,1.0
