No.,Name,Points,Errors,In-Play,Total Attempts,by Set
14,GALASSI Gianluca,2.0,5,10,17,0.4
18,MICHIELETTO Alessandro,2.0,3,9,14,0.4
 5,JUANTORENA Osmany,1.0,3,17,21,0.2
 6,GIANNELLI Simone,, 1,16,17,0.0
 4,VETTORI Luca,, 3,8,11,0.0
11,PIANO Matteo,,, 9,9,0.0
 9,ZAYTSEV Ivan,, 3,6,9,0.0
15,SBERTOLI Riccardo,, 1,4,5,0.0
17,ANZANI Simone,, 2,3,5,0.0
2,KOVAR Jiri,,,, ,
13,COLACI Massimo,,,, ,
19,LAVIA Daniele,,,, ,
ls,,5.0,21,82,108,1.0
