,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 7,VOLKOV Dmitry,2.0,2,8,12,0.67
1,18,KLIUKA Egor,1.0,4,8,13,0.33
2, 4,VOLVICH Artem,1.0,2,6,9,0.33
3,17,MIKHAYLOV Maxim,, 2,17,19,0.0
4, 9,IAKOVLEV Ivan,, 1,9,10,0.0
5,24,KOBZAR Igor,, 4,4,8,0.0
6,11,PANKOV Pavel,, 3,, 3,0.0
7,1,PODLESNYKH Yaroslav,,,, ,
8,10,BOGDAN Denis,,,, ,
9,15,POLETAEV Victor,,,, ,
10,20,KURKAEV Ilyas,,,, ,
11,27,GOLUBEV Valentin,,,, ,
12,ls,,4.0,18,52,74,1.33
