No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 1,REZENDE Bruno Mossa,51,1.0,38,90,12.75
13,De SOUZA Mauricio Luiz,2,, 1,3,0.5
17,HOSS Thales,1,, 2,3,0.25
 5,BORGES ALMEIDA SILVA Mauricio,1,,, 1,0.25
18,SOUZA Ricardo Lucarelli,1,,, 1,0.25
 8,De SOUZA Wallace,,, 2,2,0.0
6,GIL KRELING Fernando,,,, ,
9,LEAL HIDALGO Yoandy,,,, ,
12,SANTOS Isac,,,, ,
14,CORREIA De SOUZA Douglas,,,, ,
16,SAATKAMP Lucas,,,, ,
21,SOUZA Alan,,,, ,
ls,,56,1.0,43,100,14.0
