,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,15,KOCHANOWSKI Jakub,4.0,5,3,12,1.33
1,20,BIENIEK Mateusz,4.0,3,4,11,1.33
2, 6,KUREK Bartosz,2.0,1,3,6,0.67
3, 9,LEON VENERO Wilfredo,2.0,2,2,6,0.67
4,14,SLIWKA Aleksander,, 2,2,4,0.0
5, 1,NOWAKOWSKI Piotr,, 1,2,3,0.0
6,11,DRZYZGA Fabian,, 1,2,3,0.0
7,5,KACZMAREK Lukasz,,,, ,
8,12,LOMACZ Grzegorz,,,, ,
9,13,KUBIAK Michal,,,, ,
10,16,SEMENIUK Kamil,,,, ,
11,17,ZATORSKI Pawel,,,, ,
12,ls,,12.0,15,18,45,4.0
