No.,Name,Points,Errors,In-Play,Total Attempts,by Set
15,MOJARAD Aliasghar,2.0,5,9,16,0.5
 6,MOUSAVI ERAGHI Seyed Mohammad,2.0,5,6,13,0.5
 2,EBADIPOUR GHARA H. Milad,2.0,4,2,8,0.5
17,SALEHI Meisam,1.0,2,5,8,0.25
12,SHARIFI Morteza,1.0,1,2,4,0.25
24,KARIMISOUCHELMAEI Javad,1.0,, 2,3,0.25
10,GHAFOUR Amir,, 2,2,4,0.0
11,KAZEMI Saber,,, 3,3,0.0
 4,MAROUFLAKRANI Mir Saeid,,, 1,1,0.0
19,MARANDI Mahdi,,, 1,1,0.0
21,SALEHI Arman,,, 1,1,0.0
9,GHOLAMI Masoud,,,, ,
ls,,9.0,19,34,62,2.25
