No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
17,MIKHAYLOV Maxim,10,3.0,3,16,2.0
27,GOLUBEV Valentin,7,9.0,1,17,1.4
18,KLIUKA Egor,5,2.0,1,8,1.0
 1,PODLESNYKH Yaroslav,4,3.0,2,9,0.8
20,KURKAEV Ilyas,2,, 1,3,0.4
 9,IAKOVLEV Ivan,2,1.0,, 3,0.4
 7,VOLKOV Dmitry,2,,, 2,0.4
11,PANKOV Pavel,1,2.0,1,4,0.2
24,KOBZAR Igor,,5.0,1,6,0.0
4,VOLVICH Artem,,,, ,
10,BOGDAN Denis,,,, ,
15,POLETAEV Victor,,,, ,
ls,,33,25.0,10,68,6.6
