No.,Name,Points,Errors,In-Play,Attempts,%
 9,LEAL HIDALGO Yoandy,17.0,3,13,33,42.42
18,SOUZA Ricardo Lucarelli,9.0,4,12,25,20.0
 8,De SOUZA Wallace,10.0,7,10,27,11.11
16,SAATKAMP Lucas,8.0,1,4,13,
13,De SOUZA Mauricio Luiz,4.0,, 4,8,
21,SOUZA Alan,1.0,, 4,5,
14,CORREIA De SOUZA Douglas,1.0,1,, 2,
1,REZENDE Bruno Mossa,1.0,,, 1,
5,BORGES ALMEIDA SILVA Mauricio,,,, ,
6,GIL KRELING Fernando,,,, ,
12,SANTOS Isac,,,, ,
17,HOSS Thales,,,, ,
ls,,51.0,16,47,114,30.7
