,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 1,CHINENYEZE Barthelemy,1.0,4,3,8,0.33
1,12,BOYER Stephen,1.0,1,2,4,0.33
2,14,le GOFF Nicolas,,, 6,6,0.0
3, 4,PATRY Jean,,, 4,4,0.0
4, 9,NGAPETH Earvin,, 4,, 4,0.0
5, 7,TILLIE Kevin,, 1,1,2,0.0
6,11,BRIZARD Antoine,, 1,1,2,0.0
7, 6,TONIUTTI Benjamin,, 1,, 1,0.0
8,17,CLEVENOT Trevor,, 1,, 1,0.0
9,2,GREBENNIKOV Jenia,,,, ,
10,16,BULTOR Daryl,,,, ,
11,19,LOUATI Yacine,,,, ,
12,ls,,2.0,13,17,32,0.67
