No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 1,NOWAKOWSKI Piotr,4.0,5,2,11,0.8
11,DRZYZGA Fabian,2.0,3,4,9,0.4
14,SLIWKA Aleksander,2.0,2,1,5,0.4
20,BIENIEK Mateusz,1.0,7,5,13,0.2
 6,KUREK Bartosz,1.0,4,6,11,0.2
15,KOCHANOWSKI Jakub,, 7,5,12,0.0
 9,LEON VENERO Wilfredo,, 3,6,9,0.0
17,ZATORSKI Pawel,,, 1,1,0.0
5,KACZMAREK Lukasz,,,, ,
12,LOMACZ Grzegorz,,,, ,
13,KUBIAK Michal,,,, ,
16,SEMENIUK Kamil,,,, ,
ls,,10.0,31,30,71,2.0
