No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
24,KOBZAR Igor,33,, 38,71,8.25
11,PANKOV Pavel,3,, 10,13,0.75
18,KLIUKA Egor,2,, 2,4,0.5
 7,VOLKOV Dmitry,2,,, 2,0.5
27,GOLUBEV Valentin,1,, 2,3,0.25
17,MIKHAYLOV Maxim,1,, 1,2,0.25
 4,VOLVICH Artem,,, 1,1,0.0
 9,IAKOVLEV Ivan,,, 1,1,0.0
10,BOGDAN Denis,,, 1,1,0.0
1,PODLESNYKH Yaroslav,,,, ,
15,POLETAEV Victor,,,, ,
20,KURKAEV Ilyas,,,, ,
ls,,42,,56,98,10.5
