No.,Name,Points,Errors,In-Play,Attempts,%
17,MIKHAYLOV Maxim,20.0,4,9,33,48.48
18,KLIUKA Egor,14.0,4,11,29,34.48
7,VOLKOV Dmitry,6.0,1,9,16,
9,IAKOVLEV Ivan,9.0,1,3,13,
1,PODLESNYKH Yaroslav,6.0,3,4,13,
4,VOLVICH Artem,2.0,1,2,5,
20,KURKAEV Ilyas,1.0,2,, 3,
24,KOBZAR Igor,, 1,1,2,
10,BOGDAN Denis,,,, ,
11,PANKOV Pavel,,,, ,
15,POLETAEV Victor,,,, ,
27,GOLUBEV Valentin,,,, ,
ls,,58.0,17,39,114,35.96
