No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 9,LEAL HIDALGO Yoandy,6,3.0,1,10,2.0
17,HOSS Thales,4,9.0,1,14,1.33
 8,De SOUZA Wallace,3,3.0,, 6,1.0
13,De SOUZA Mauricio Luiz,3,,, 3,1.0
18,SOUZA Ricardo Lucarelli,2,2.0,3,7,0.67
 1,REZENDE Bruno Mossa,2,4.0,, 6,0.67
 6,GIL KRELING Fernando,2,,, 2,0.67
16,SAATKAMP Lucas,1,1.0,, 2,0.33
14,CORREIA De SOUZA Douglas,1,,, 1,0.33
 5,BORGES ALMEIDA SILVA Mauricio,,1.0,, 1,0.0
12,SANTOS Isac,,,, ,
21,SOUZA Alan,,,, ,
ls,,24,23.0,5,52,8.0
