No.,Name,Points,Errors,In-Play,Total Attempts,by Set
17,MIKHAYLOV Maxim,2.0,5,9,16,0.67
18,KLIUKA Egor,2.0,, 12,14,0.67
 9,IAKOVLEV Ivan,2.0,2,9,13,0.67
24,KOBZAR Igor,2.0,1,8,11,0.67
 7,VOLKOV Dmitry,, 2,10,12,0.0
 4,VOLVICH Artem,,, 9,9,0.0
11,PANKOV Pavel,, 1,3,4,0.0
1,PODLESNYKH Yaroslav,,,, ,
10,BOGDAN Denis,,,, ,
15,POLETAEV Victor,,,, ,
20,KURKAEV Ilyas,,,, ,
27,GOLUBEV Valentin,,,, ,
ls,,8.0,11,60,79,2.67
