,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,24,KOBZAR Igor,38,2.0,31,71,12.67
1,18,KLIUKA Egor,1,1.0,2,4,0.33
2, 4,VOLVICH Artem,1,,, 1,0.33
3, 9,IAKOVLEV Ivan,1,,, 1,0.33
4, 7,VOLKOV Dmitry,,, 1,1,0.0
5,17,MIKHAYLOV Maxim,,, 1,1,0.0
6,1,PODLESNYKH Yaroslav,,,, ,
7,10,BOGDAN Denis,,,, ,
8,11,PANKOV Pavel,,,, ,
9,15,POLETAEV Victor,,,, ,
10,20,KURKAEV Ilyas,,,, ,
11,27,GOLUBEV Valentin,,,, ,
12,ls,,41,3.0,35,79,13.67
