No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 7,VOLKOV Dmitry,2.0,2,8,12,0.67
18,KLIUKA Egor,1.0,4,8,13,0.33
 4,VOLVICH Artem,1.0,2,6,9,0.33
17,MIKHAYLOV Maxim,, 2,17,19,0.0
 9,IAKOVLEV Ivan,, 1,9,10,0.0
24,KOBZAR Igor,, 4,4,8,0.0
11,PANKOV Pavel,, 3,, 3,0.0
1,PODLESNYKH Yaroslav,,,, ,
10,BOGDAN Denis,,,, ,
15,POLETAEV Victor,,,, ,
20,KURKAEV Ilyas,,,, ,
27,GOLUBEV Valentin,,,, ,
ls,,4.0,18,52,74,1.33
