No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 9,LEON VENERO Wilfredo,2.0,4,6,12,0.67
 1,NOWAKOWSKI Piotr,1.0,, 2,3,0.33
15,KOCHANOWSKI Jakub,, 3,13,16,0.0
 6,KUREK Bartosz,, 4,8,12,0.0
14,SLIWKA Aleksander,,, 11,11,0.0
11,DRZYZGA Fabian,, 2,8,10,0.0
20,BIENIEK Mateusz,, 3,6,9,0.0
 5,KACZMAREK Lukasz,, 1,2,3,0.0
12,LOMACZ Grzegorz,,,, ,
13,KUBIAK Michal,,,, ,
16,SEMENIUK Kamil,,,, ,
17,ZATORSKI Pawel,,,, ,
ls,,3.0,17,56,76,1.0
