No.,Name,Excellents,Errors,In-Play,Attempts,%
18,SOUZA Ricardo Lucarelli,9,1.0,11,21,42.86
 9,LEAL HIDALGO Yoandy,7,2.0,20,29,24.14
17,HOSS Thales,13,1.0,4,18,
5,BORGES ALMEIDA SILVA Mauricio,2,, 1,3,
1,REZENDE Bruno Mossa,,, 1,1,
12,SANTOS Isac,1,,, 1,
13,De SOUZA Mauricio Luiz,,, 1,1,
6,GIL KRELING Fernando,,,, ,
8,De SOUZA Wallace,,,, ,
14,CORREIA De SOUZA Douglas,,,, ,
16,SAATKAMP Lucas,,,, ,
21,SOUZA Alan,,,, ,
ls,,32,4.0,38,74,43.24
