No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
12,SEKITA Masahiro,29,, 20,49,9.67
 3,FUJII Naonobu,7,, 1,8,2.33
20,YAMAMOTO Tomohiro,3,,, 3,1.0
21,TAKAHASHI Ran,1,, 1,2,0.33
14,ISHIKAWA Yuki,,, 3,3,0.0
 6,YAMAUCHI Akihiro,,, 1,1,0.0
11,NISHIDA Yuji,,, 1,1,0.0
1,SHIMIZU Kunihiro,,,, ,
2,ONODERA Taishi,,,, ,
15,RI Haku,,,, ,
17,TAKANASHI Kenta,,,, ,
19,OTSUKA Tatsunori,,,, ,
ls,,40,,27,67,13.33
