No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 3,SANDER Taylor,2.0,3,7,12,0.5
 1,ANDERSON Matthew,1.0,4,17,22,0.25
 8,DEFALCO Torey,1.0,3,13,17,0.25
 6,STAHL Mitchell,1.0,2,6,9,0.25
20,SMITH David,1.0,, 4,5,0.25
12,HOLT Maxwell,, 3,17,20,0.0
11,CHRISTENSON Micah,, 4,7,11,0.0
17,JAESCHKE Thomas,, 1,, 1,0.0
5,ENSING Kyle,,,, ,
7,SHOJI Kawika,,,, ,
18,MUAGUTUTIA Garrett,,,, ,
22,SHOJI Erik,,,, ,
ls,,6.0,20,71,97,1.5
