No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 9,IAKOVLEV Ivan,2.0,4,6,12,0.67
 7,VOLKOV Dmitry,2.0,2,4,8,0.67
17,MIKHAYLOV Maxim,2.0,2,2,6,0.67
 4,VOLVICH Artem,1.0,1,3,5,0.33
18,KLIUKA Egor,1.0,2,, 3,0.33
24,KOBZAR Igor,,, 2,2,0.0
11,PANKOV Pavel,, 1,1,2,0.0
20,KURKAEV Ilyas,, 1,1,2,0.0
15,POLETAEV Victor,, 2,, 2,0.0
 1,PODLESNYKH Yaroslav,, 1,, 1,0.0
10,BOGDAN Denis,,,, ,
27,GOLUBEV Valentin,,,, ,
ls,,8.0,16,19,43,2.67
