,TotalRk No.,Name,Excellents,Errors,In-Play,Attempts,%
0, 2,EBADIPOUR GHARA H. Milad,19,3.0,6,28,67.86
1,19,MARANDI Mahdi,14,, 11,25,56.0
2,17,SALEHI Meisam,3,1.0,10,14,
3,4,MAROUFLAKRANI Mir Saeid,,, 2,2,
4,6,MOUSAVI ERAGHI Seyed Mohammad,1,, 1,2,
5,12,SHARIFI Morteza,2,,, 2,
6,15,MOJARAD Aliasghar,1,,, 1,
7,10,GHAFOUR Amir,,1.0,, 1,
8,9,GHOLAMI Masoud,,,, ,
9,11,KAZEMI Saber,,,, ,
10,21,SALEHI Arman,,,, ,
11,24,KARIMISOUCHELMAEI Javad,,,, ,
12,ls,,40,5.0,30,75,53.33
