No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
15,SBERTOLI Riccardo,36,, 25,61,12.0
13,COLACI Massimo,2,, 1,3,0.67
 5,JUANTORENA Osmany,1,, 5,6,0.33
11,PIANO Matteo,1,,, 1,0.33
19,LAVIA Daniele,,, 1,1,0.0
2,KOVAR Jiri,,,, ,
4,VETTORI Luca,,,, ,
6,GIANNELLI Simone,,,, ,
9,ZAYTSEV Ivan,,,, ,
14,GALASSI Gianluca,,,, ,
17,ANZANI Simone,,,, ,
18,MICHIELETTO Alessandro,,,, ,
ls,,40,,32,72,13.33
