No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 6,TONIUTTI Benjamin,59,, 44,103,11.8
11,BRIZARD Antoine,7,, 5,12,1.4
 2,GREBENNIKOV Jenia,3,, 4,7,0.6
 9,NGAPETH Earvin,2,, 5,7,0.4
 4,PATRY Jean,2,, 3,5,0.4
17,CLEVENOT Trevor,1,, 2,3,0.2
 1,CHINENYEZE Barthelemy,1,, 1,2,0.2
14,le GOFF Nicolas,1,, 1,2,0.2
12,BOYER Stephen,,, 1,1,0.0
7,TILLIE Kevin,,,, ,
16,BULTOR Daryl,,,, ,
19,LOUATI Yacine,,,, ,
ls,,76,,66,142,15.2
