,TotalRk No.,Name,Excellents,Errors,In-Play,Attempts,%
0, 6,BEN OTHMEN MILADI Mohamed Ali,15,, 5,20,75.0
1,7,KARAMOSLI Elyes,6,2.0,5,13,
2,20,HMISSI Saddem,5,, 5,10,
3,11,MOALLA Ismail,4,,, 4,
4,15,BEN TARA Wassim,3,, 1,4,
5,19,BOUGUERRA Aymen,2,, 1,3,
6,3,BEN SLIMENE Khaled,,, 1,1,
7,2,KADHI Ahmed,,,, ,
8,9,AGREBI Omar,,,, ,
9,10,NAGGA Hamza,,,, ,
10,12,BEN CHEIKH Mehdi,,,, ,
11,13,MBAREKI Selim,,,, ,
12,ls,,35,2.0,18,55,63.64
