,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,11,MOALLA Ismail,4,2.0,3,9,1.33
1, 6,BEN OTHMEN MILADI Mohamed Ali,3,4.0,1,8,1.0
2,15,BEN TARA Wassim,1,2.0,2,5,0.33
3,20,HMISSI Saddem,1,3.0,1,5,0.33
4, 7,KARAMOSLI Elyes,1,2.0,, 3,0.33
5, 3,BEN SLIMENE Khaled,,2.0,1,3,0.0
6,10,NAGGA Hamza,,2.0,1,3,0.0
7, 2,KADHI Ahmed,,1.0,1,2,0.0
8, 9,AGREBI Omar,,, 1,1,0.0
9,12,BEN CHEIKH Mehdi,,,, ,
10,13,MBAREKI Selim,,,, ,
11,19,BOUGUERRA Aymen,,,, ,
12,ls,,10,18.0,11,39,3.33
