No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,BRIZARD Antoine,4.0,6,12,22,0.8
 9,NGAPETH Earvin,3.0,6,7,16,0.6
 4,PATRY Jean,2.0,2,17,21,0.4
17,CLEVENOT Trevor,, 3,12,15,0.0
14,le GOFF Nicolas,, 1,13,14,0.0
 1,CHINENYEZE Barthelemy,,, 13,13,0.0
19,LOUATI Yacine,,, 4,4,0.0
 7,TILLIE Kevin,, 1,, 1,0.0
2,GREBENNIKOV Jenia,,,, ,
6,TONIUTTI Benjamin,,,, ,
12,BOYER Stephen,,,, ,
16,BULTOR Daryl,,,, ,
ls,,9.0,19,78,106,1.8
