No.,Name,Points,Errors,In-Play,Total Attempts,by Set
12,HOLT Maxwell,3.0,2,7,12,0.75
 8,DEFALCO Torey,2.0,2,4,8,0.5
11,CHRISTENSON Micah,1.0,6,5,12,0.25
 6,STAHL Mitchell,1.0,2,4,7,0.25
 3,SANDER Taylor,1.0,2,2,5,0.25
17,JAESCHKE Thomas,1.0,,, 1,0.25
 1,ANDERSON Matthew,, 4,1,5,0.0
20,SMITH David,, 2,2,4,0.0
5,ENSING Kyle,,,, ,
7,SHOJI Kawika,,,, ,
18,MUAGUTUTIA Garrett,,,, ,
22,SHOJI Erik,,,, ,
ls,,9.0,20,25,54,2.25
