No.,Name,Points,Errors,In-Play,Attempts,%
17,SALEHI Meisam,8.0,3,6,17,29.41
10,GHAFOUR Amir,12.0,5,8,25,28.0
2,EBADIPOUR GHARA H. Milad,6.0,6,6,18,
6,MOUSAVI ERAGHI Seyed Mohammad,4.0,3,2,9,
15,MOJARAD Aliasghar,3.0,2,3,8,
4,MAROUFLAKRANI Mir Saeid,,, 1,1,
9,GHOLAMI Masoud,,, 1,1,
11,KAZEMI Saber,,,, ,
12,SHARIFI Morteza,,,, ,
19,MARANDI Mahdi,,,, ,
21,SALEHI Arman,,,, ,
24,KARIMISOUCHELMAEI Javad,,,, ,
ls,,33.0,19,27,79,17.72
