No.,Name,Points,Errors,In-Play,Total Attempts,by Set
12,SANTOS Isac,1.0,3,11,15,0.33
 8,De SOUZA Wallace,1.0,, 13,14,0.33
 1,REZENDE Bruno Mossa,1.0,1,7,9,0.33
18,SOUZA Ricardo Lucarelli,1.0,4,4,9,0.33
16,SAATKAMP Lucas,, 2,8,10,0.0
 9,LEAL HIDALGO Yoandy,,, 5,5,0.0
14,CORREIA De SOUZA Douglas,,, 5,5,0.0
 5,BORGES ALMEIDA SILVA Mauricio,,, 3,3,0.0
 6,GIL KRELING Fernando,, 1,1,2,0.0
21,SOUZA Alan,, 1,, 1,0.0
13,De SOUZA Mauricio Luiz,,,, ,
17,HOSS Thales,,,, ,
ls,,4.0,12,57,73,1.33
