No.,Name,Points,Errors,In-Play,Attempts,%
18,MICHIELETTO Alessandro,14.0,1,8,23,56.52
 5,JUANTORENA Osmany,19.0,4,12,35,42.86
 9,ZAYTSEV Ivan,15.0,5,8,28,35.71
14,GALASSI Gianluca,8.0,, 3,11,
17,ANZANI Simone,6.0,1,1,8,
2,KOVAR Jiri,,,, ,
4,VETTORI Luca,,,, ,
6,GIANNELLI Simone,,,, ,
11,PIANO Matteo,,,, ,
13,COLACI Massimo,,,, ,
15,SBERTOLI Riccardo,,,, ,
19,LAVIA Daniele,,,, ,
ls,,62.0,11,32,105,48.57
