,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,11,MOALLA Ismail,3.0,3,2,8,1.0
1, 2,KADHI Ahmed,2.0,3,7,12,0.67
2, 9,AGREBI Omar,1.0,7,2,10,0.33
3, 3,BEN SLIMENE Khaled,1.0,4,2,7,0.33
4,15,BEN TARA Wassim,1.0,2,, 3,0.33
5, 6,BEN OTHMEN MILADI Mohamed Ali,, 1,1,2,0.0
6,19,BOUGUERRA Aymen,, 1,, 1,0.0
7,7,KARAMOSLI Elyes,,,, ,
8,10,NAGGA Hamza,,,, ,
9,12,BEN CHEIKH Mehdi,,,, ,
10,13,MBAREKI Selim,,,, ,
11,20,HMISSI Saddem,,,, ,
12,ls,,8.0,21,14,43,2.67
