,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,12,LIMA Bruno,3.0,2,5,10,1.0
1,11,SOLE Sebastian,1.0,2,4,7,0.33
2,13,PALACIOS Ezequiel,1.0,, 5,6,0.33
3, 8,LOSER Agustin,1.0,2,2,5,0.33
4,15,de CECCO Luciano,1.0,1,1,3,0.33
5,18,RAMOS Martin,1.0,,, 1,0.33
6, 7,CONTE Facundo,, 2,2,4,0.0
7,1,SANCHEZ Matias,,,, ,
8,2,PEREYRA Federico,,,, ,
9,6,POGLAJEN Cristian,,,, ,
10,9,DANANI Santiago,,,, ,
11,17,MENDEZ Nicolas,,,, ,
12,ls,,8.0,9,19,36,2.67
