No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,CHRISTENSON Micah,32,, 32,64,10.67
 1,ANDERSON Matthew,1,, 2,3,0.33
 3,SANDER Taylor,1,, 2,3,0.33
 8,DEFALCO Torey,1,,, 1,0.33
22,SHOJI Erik,,, 4,4,0.0
12,HOLT Maxwell,,, 2,2,0.0
 6,STAHL Mitchell,,, 1,1,0.0
5,ENSING Kyle,,,, ,
7,SHOJI Kawika,,,, ,
17,JAESCHKE Thomas,,,, ,
18,MUAGUTUTIA Garrett,,,, ,
20,SMITH David,,,, ,
ls,,35,,43,78,11.67
