No.,Name,Points,Errors,In-Play,Total Attempts,by Set
17,SALEHI Meisam,2.0,5,19,26,0.4
 2,EBADIPOUR GHARA H. Milad,1.0,3,13,17,0.2
 6,MOUSAVI ERAGHI Seyed Mohammad,1.0,4,10,15,0.2
10,GHAFOUR Amir,1.0,4,8,13,0.2
24,KARIMISOUCHELMAEI Javad,1.0,2,7,10,0.2
15,MOJARAD Aliasghar,, 3,12,15,0.0
11,KAZEMI Saber,, 1,9,10,0.0
 4,MAROUFLAKRANI Mir Saeid,,, 5,5,0.0
9,GHOLAMI Masoud,,,, ,
12,SHARIFI Morteza,,,, ,
19,MARANDI Mahdi,,,, ,
21,SALEHI Arman,,,, ,
ls,,6.0,22,83,111,1.2
