No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 9,GHOLAMI Masoud,3.0,2,5,10,1.0
15,MOJARAD Aliasghar,2.0,5,3,10,0.67
 2,EBADIPOUR GHARA H. Milad,2.0,3,2,7,0.67
17,SALEHI Meisam,1.0,4,2,7,0.33
 4,MAROUFLAKRANI Mir Saeid,1.0,, 4,5,0.33
10,GHAFOUR Amir,1.0,3,, 4,0.33
24,KARIMISOUCHELMAEI Javad,,, 2,2,0.0
6,MOUSAVI ERAGHI Seyed Mohammad,,,, ,
11,KAZEMI Saber,,,, ,
12,SHARIFI Morteza,,,, ,
19,MARANDI Mahdi,,,, ,
21,SALEHI Arman,,,, ,
ls,,10.0,17,18,45,3.33
