No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,MOALLA Ismail,, 3,15,18,0.0
 3,BEN SLIMENE Khaled,, 3,13,16,0.0
 2,KADHI Ahmed,, 4,11,15,0.0
15,BEN TARA Wassim,, 2,12,14,0.0
13,MBAREKI Selim,, 2,10,12,0.0
 6,BEN OTHMEN MILADI Mohamed Ali,,, 11,11,0.0
 9,AGREBI Omar,,, 4,4,0.0
12,BEN CHEIKH Mehdi,,, 3,3,0.0
 7,KARAMOSLI Elyes,, 1,1,2,0.0
19,BOUGUERRA Aymen,,, 1,1,0.0
10,NAGGA Hamza,,,, ,
20,HMISSI Saddem,,,, ,
ls,,,15,81,96,0.0
