No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 4,MAROUFLAKRANI Mir Saeid,22,, 30,52,5.5
24,KARIMISOUCHELMAEI Javad,20,1.0,13,34,5.0
19,MARANDI Mahdi,2,, 4,6,0.5
 6,MOUSAVI ERAGHI Seyed Mohammad,2,, 2,4,0.5
 2,EBADIPOUR GHARA H. Milad,2,, 1,3,0.5
21,SALEHI Arman,1,,, 1,0.25
12,SHARIFI Morteza,,, 1,1,0.0
15,MOJARAD Aliasghar,,, 1,1,0.0
17,SALEHI Meisam,,, 1,1,0.0
9,GHOLAMI Masoud,,,, ,
10,GHAFOUR Amir,,,, ,
11,KAZEMI Saber,,,, ,
ls,,49,1.0,53,103,12.25
