No.,Name,Excellents,Errors,In-Play,Attempts,%
 8,DEFALCO Torey,13,2.0,3,18,72.22
22,SHOJI Erik,9,3.0,8,20,45.0
3,SANDER Taylor,10,1.0,3,14,
1,ANDERSON Matthew,2,1.0,3,6,
12,HOLT Maxwell,1,, 2,3,
6,STAHL Mitchell,1,,, 1,
5,ENSING Kyle,,,, ,
7,SHOJI Kawika,,,, ,
11,CHRISTENSON Micah,,,, ,
17,JAESCHKE Thomas,,,, ,
18,MUAGUTUTIA Garrett,,,, ,
20,SMITH David,,,, ,
ls,,36,7.0,19,62,58.06
