No.,Name,Points,Errors,In-Play,Total Attempts,by Set
14,GALASSI Gianluca,4.0,2,7,13,0.8
18,MICHIELETTO Alessandro,3.0,5,4,12,0.6
17,ANZANI Simone,1.0,4,6,11,0.2
 5,JUANTORENA Osmany,1.0,7,2,10,0.2
11,PIANO Matteo,1.0,1,1,3,0.2
 4,VETTORI Luca,, 5,5,10,0.0
 6,GIANNELLI Simone,, 3,3,6,0.0
 9,ZAYTSEV Ivan,, 4,1,5,0.0
13,COLACI Massimo,, 1,1,2,0.0
2,KOVAR Jiri,,,, ,
15,SBERTOLI Riccardo,,,, ,
19,LAVIA Daniele,,,, ,
ls,,10.0,32,30,72,2.0
