,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0, 6,TONIUTTI Benjamin,44,, 28,72,11.0
1, 9,NGAPETH Earvin,5,, 4,9,1.25
2,17,CLEVENOT Trevor,3,, 3,6,0.75
3,11,BRIZARD Antoine,2,, 1,3,0.5
4, 2,GREBENNIKOV Jenia,,, 2,2,0.0
5, 4,PATRY Jean,,, 1,1,0.0
6,12,BOYER Stephen,,, 1,1,0.0
7,1,CHINENYEZE Barthelemy,,,, ,
8,7,TILLIE Kevin,,,, ,
9,14,le GOFF Nicolas,,,, ,
10,16,BULTOR Daryl,,,, ,
11,19,LOUATI Yacine,,,, ,
12,ls,,54,,40,94,13.5
