No.,Name,Points,Errors,In-Play,Attempts,%
11,NISHIDA Yuji,17.0,5,14,36,33.33
14,ISHIKAWA Yuki,18.0,6,15,39,30.77
2,ONODERA Taishi,3.0,2,6,11,
21,TAKAHASHI Ran,5.0,2,4,11,
17,TAKANASHI Kenta,5.0,1,4,10,
6,YAMAUCHI Akihiro,2.0,2,1,5,
15,RI Haku,3.0,,, 3,
1,SHIMIZU Kunihiro,1.0,,, 1,
3,FUJII Naonobu,,, 1,1,
12,SEKITA Masahiro,,, 1,1,
19,OTSUKA Tatsunori,,, 1,1,
20,YAMAMOTO Tomohiro,,,, ,
ls,,54.0,18,47,119,30.25
