No.,Name,Points,Errors,In-Play,Attempts,%
 3,SANDER Taylor,14.0,6,11,31,25.81
 1,ANDERSON Matthew,14.0,10,10,34,11.76
 8,DEFALCO Torey,7.0,6,5,18,5.56
20,SMITH David,5.0,1,4,10,
12,HOLT Maxwell,6.0,1,2,9,
18,MUAGUTUTIA Garrett,1.0,4,3,8,
6,STAHL Mitchell,5.0,1,1,7,
11,CHRISTENSON Micah,1.0,, 1,2,
5,ENSING Kyle,,,, ,
7,SHOJI Kawika,,,, ,
17,JAESCHKE Thomas,,,, ,
22,SHOJI Erik,,,, ,
ls,,53.0,29,37,119,20.17
