No.,Name,Points,Errors,In-Play,Attempts,%
 4,PATRY Jean,21.0,4,12,37,45.95
 9,NGAPETH Earvin,26.0,9,15,50,34.0
17,CLEVENOT Trevor,15.0,5,13,33,30.3
1,CHINENYEZE Barthelemy,5.0,2,2,9,
12,BOYER Stephen,3.0,2,2,7,
14,le GOFF Nicolas,4.0,, 2,6,
7,TILLIE Kevin,1.0,,, 1,
19,LOUATI Yacine,1.0,,, 1,
6,TONIUTTI Benjamin,, 1,, 1,
16,BULTOR Daryl,, 1,, 1,
2,GREBENNIKOV Jenia,,,, ,
11,BRIZARD Antoine,,,, ,
ls,,76.0,24,46,146,35.62
