No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 4,VETTORI Luca,3.0,1,2,6,0.6
14,GALASSI Gianluca,2.0,5,4,11,0.4
 6,GIANNELLI Simone,2.0,3,5,10,0.4
 5,JUANTORENA Osmany,2.0,4,3,9,0.4
18,MICHIELETTO Alessandro,2.0,1,2,5,0.4
 9,ZAYTSEV Ivan,1.0,6,3,10,0.2
17,ANZANI Simone,1.0,4,3,8,0.2
11,PIANO Matteo,, 3,2,5,0.0
2,KOVAR Jiri,,,, ,
13,COLACI Massimo,,,, ,
15,SBERTOLI Riccardo,,,, ,
19,LAVIA Daniele,,,, ,
ls,,13.0,27,24,64,2.6
