No.,Name,Points,Errors,In-Play,Attempts,%
 5,JUANTORENA Osmany,14.0,4,2,20,50.0
18,MICHIELETTO Alessandro,7.0,3,5,15,26.67
 4,VETTORI Luca,7.0,3,8,18,22.22
19,LAVIA Daniele,8.0,1,1,10,
14,GALASSI Gianluca,3.0,1,3,7,
11,PIANO Matteo,6.0,,, 6,
2,KOVAR Jiri,,, 1,1,
15,SBERTOLI Riccardo,1.0,,, 1,
6,GIANNELLI Simone,,,, ,
9,ZAYTSEV Ivan,,,, ,
13,COLACI Massimo,,,, ,
17,ANZANI Simone,,,, ,
ls,,46.0,12,20,78,43.59
