No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
22,SHOJI Erik,10,6.0,1,17,2.5
 1,ANDERSON Matthew,8,2.0,, 10,2.0
 8,DEFALCO Torey,7,2.0,1,10,1.75
 3,SANDER Taylor,5,1.0,2,8,1.25
11,CHRISTENSON Micah,4,3.0,, 7,1.0
12,HOLT Maxwell,4,2.0,, 6,1.0
20,SMITH David,1,2.0,, 3,0.25
 6,STAHL Mitchell,1,1.0,, 2,0.25
17,JAESCHKE Thomas,1,1.0,, 2,0.25
18,MUAGUTUTIA Garrett,,1.0,, 1,0.0
5,ENSING Kyle,,,, ,
7,SHOJI Kawika,,,, ,
ls,,41,21.0,4,66,10.25
