No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 1,SANDERS Tyler,30,, 18,48,10.0
 4,HOAG Nicholas,3,, 4,7,1.0
19,BANN Blair Cameron,3,, 1,4,1.0
 7,MAAR Stephen Timothy,1,, 1,2,0.33
17,VIGRASS Graham,,, 2,2,0.0
12,van BERKEL Lucas,,, 1,1,0.0
2,PERRIN John Gordon,,,, ,
3,MARSHALL Steven,,,, ,
9,BLANKENAU Jay,,,, ,
10,SCLATER Ryan Joseph,,,, ,
13,VERNONEVANS Sharone,,,, ,
20,SZWARC Arthur,,,, ,
ls,,37,,27,64,12.33
